NASCIMENTO,SEXO,CIDADE,EQUIPE,MODALIDADE
09/10/1992,MASCULINO,VOTORANTIM,,Informe sua distância: Corrida 10Km
15/11/1995,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
07/09/1980,MASCULINO,SOROCABA,Lesma Running,Informe sua distância: Corrida 5Km
25/05/1983,MASCULINO,SAO ROQUE,,Informe sua distância: Corrida 10Km
19/02/1992,MASCULINO,SAO PAULO,,Informe sua distância: Corrida 5Km
05/10/1980,FEMININO,ITAPETININGA,,Informe sua distância: Corrida 10Km
28/05/1981,FEMININO,ITAPETININGA,,Informe sua distância: Corrida 5Km
10/05/1985,FEMININO,ITAPETININGA,Power Run ,Informe sua distância: Corrida 5Km
05/11/1992,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
13/01/1965,MASCULINO,SAO ROQUE,,Informe sua distância: Corrida 10Km
17/06/1968,MASCULINO,SAO PAULO,,Informe sua distância: Corrida 10Km
13/10/1967,MASCULINO,SAO ROQUE,Cachaceiros,Informe sua distância: Corrida 5Km
09/05/1974,FEMININO,IBIUNA,TEAM GB,Informe sua distância: Corrida 5Km
28/10/1961,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
07/06/1978,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
11/05/1981,FEMININO,ITAPETININGA,,Informe sua distância: Corrida 10Km
26/09/1997,MASCULINO,Sorocaba,,Informe sua distância: Corrida 10Km
28/06/1999,MASCULINO,SOROCABA,Casados,Informe sua distância: Corrida 10Km
12/04/1999,FEMININO,SOROCABA,Gabriela,Informe sua distância: Corrida 10Km
25/03/1992,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
27/12/1991,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
30/09/1962,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
01/08/1993,MASCULINO,SOROCABA,Peixe Pro,Informe sua distância: Corrida 5Km
17/10/1961,MASCULINO,cotia,,Informe sua distância: Corrida 5Km
10/03/1984,MASCULINO,ITAPETININGA,,Informe sua distância: Corrida 10Km
16/03/1978,MASCULINO,ITU,GFT Runners,Informe sua distância: Corrida 10Km
11/02/1989,MASCULINO,SOROCABA,Eden Race,Informe sua distância: Corrida 5Km
15/11/1989,FEMININO,SOROCABA,,Informe sua distância: Corrida 10Km
26/11/1986,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
07/07/1992,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
20/07/1982,FEMININO,ALUMINIO,,Informe sua distância: Corrida 10Km
16/06/1977,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
05/01/1971,MASCULINO,IBIUNA,Avulso ,Informe sua distância: Corrida 10Km
06/01/1969,FEMININO,IBIUNA,Avulso ,Informe sua distância: Corrida 5Km
29/10/1997,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
10/07/1969,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
21/08/1983,MASCULINO,ITAPETININGA,,Informe sua distância: Corrida 5Km
25/05/1981,FEMININO,ITAPETININGA,,Informe sua distância: Caminhada 3Km
26/11/2009,FEMININO,ITAPETININGA,,Informe sua distância: Caminhada 3Km
02/12/2006,MASCULINO,ITAPETININGA,,Informe sua distância: Caminhada 3Km
29/08/1976,MASCULINO,ITAPETININGA,,Informe sua distância: Corrida 5Km
28/03/1981,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
21/05/1987,FEMININO,IBIUNA,Avulso,Informe sua distância: Corrida 5Km
24/07/1986,MASCULINO,Sorocaba,,Informe sua distância: Corrida 5Km
16/04/1980,FEMININO,MAIRINQUE,,Informe sua distância: Corrida 10Km
29/04/1981,MASCULINO,Sorocaba,,Informe sua distância: Corrida 5Km
16/01/1978,MASCULINO,CAPAO BONITO,,Informe sua distância: Corrida 5Km
12/04/2001,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
04/09/1980,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
28/11/2011,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
15/02/1988,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
28/05/1999,FEMININO,SOROCABA,Avulso ,Informe sua distância: Corrida 5Km
08/11/1978,FEMININO,ALUMINIO,,Informe sua distância: Corrida 5Km
16/12/1988,FEMININO,SOROCABA,Éden Race,Informe sua distância: Corrida 5Km
05/09/1989,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
24/06/1992,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
08/02/1980,FEMININO,SOROCABA,avulso,Informe sua distância: Corrida 10Km
10/10/1994,MASCULINO,SOROCABA,Os Cunhados,Informe sua distância: Corrida 5Km
15/10/1984,FEMININO,ITAPETININGA,,Informe sua distância: Corrida 5Km
30/12/1988,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
09/09/1995,FEMININO,SANTA FE DO SUL,Nayara Tedeschi ,Informe sua distância: Corrida 5Km
03/02/1966,MASCULINO,SOROCABA,Aliança ,Informe sua distância: Corrida 10Km
12/02/1999,FEMININO,SOROCABA,Letícia,Informe sua distância: Corrida 5Km
12/11/1996,FEMININO,ITU,Avulso,Informe sua distância: Corrida 5Km
01/07/1971,FEMININO,IBIUNA,,Informe sua distância: Corrida 10Km
05/12/1997,FEMININO,SOROCABA,Naporanga Run,Informe sua distância: Corrida 5Km
11/05/1995,MASCULINO,SOROCABA,Naporanga Run,Informe sua distância: Corrida 10Km
07/06/2010,MASCULINO,SOROCABA,Naporanga Run,Informe sua distância: Corrida 5Km
30/11/1989,MASCULINO,PIEDADE,Open Trainer ,Informe sua distância: Corrida 5Km
31/10/1986,MASCULINO,VOTORANTIM,,Informe sua distância: Corrida 10Km
09/07/1979,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 10Km
03/09/1977,FEMININO,SALTO,Corrida para Todos Itu,Informe sua distância: Corrida 5Km
21/02/1983,FEMININO,SOROCABA,,Informe sua distância: Caminhada 3Km
22/08/1974,MASCULINO,SOROCABA,Tapioca,Informe sua distância: Corrida 5Km
06/07/1971,FEMININO,SOROCABA,Tapioca,Informe sua distância: Corrida 5Km
28/12/1994,FEMININO,SOROCABA,Juju ipa,Informe sua distância: Corrida 5Km
09/06/1981,FEMININO,Tatuí,Pé vermeio Tatuí ,Informe sua distância: Corrida 5Km
24/06/1963,MASCULINO,Tatuí,Demoris Running,Informe sua distância: Corrida 5Km
13/04/1995,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
29/11/1994,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
31/05/1996,FEMININO,SOROCABA,,Informe sua distância: Corrida 10Km
15/05/1997,MASCULINO,SOROCABA,PROTEGE,Informe sua distância: Corrida 5Km
16/08/1980,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
10/08/2002,FEMININO,Sorocaba,,Informe sua distância: Corrida 5Km
19/07/1985,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
26/07/1991,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
11/04/1996,MASCULINO,IBIUNA,Vamucorreribiuna,Informe sua distância: Corrida 5Km
31/03/1996,FEMININO,ITU,,Informe sua distância: Corrida 5Km
17/01/2002,MASCULINO,ITU,,Informe sua distância: Corrida 5Km
21/09/2002,FEMININO,ITU,,Informe sua distância: Corrida 5Km
02/09/1978,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
15/01/1988,MASCULINO,SOROCABA,NEXXUS,Informe sua distância: Corrida 5Km
09/07/1988,MASCULINO,PIEDADE,No! Pace,Informe sua distância: Corrida 10Km
14/07/1988,FEMININO,IBIUNA,,Informe sua distância: Corrida 10Km
10/09/1957,FEMININO,SOROCABA,,Informe sua distância: Caminhada 3Km
01/03/1984,FEMININO,ITAPETININGA,,Informe sua distância: Caminhada 3Km
05/04/1989,FEMININO,Sorocaba,,Informe sua distância: Corrida 5Km
12/03/1971,MASCULINO,SAO MIGUEL ARCANJO,Run tu Live ,Informe sua distância: Corrida 10Km
12/07/1986,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
15/11/1990,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
14/08/1989,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
03/09/1991,MASCULINO,ARACARIGUAMA,MBPERFORMANCE ,Informe sua distância: Corrida 5Km
26/08/1988,FEMININO,SAO PAULO,MBPERFORMANCE ,Informe sua distância: Caminhada 3Km
27/10/1978,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 5Km
22/07/1999,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
05/02/1997,MASCULINO,Sorocaba,,Informe sua distância: Corrida 5Km
02/05/1999,MASCULINO,SOROCABA,Avulso,Informe sua distância: Caminhada 3Km
03/11/1988,FEMININO,SAO MIGUEL ARCANJO,,Informe sua distância: Corrida 10Km
16/03/1994,MASCULINO,VOTORANTIM,Quarteto ,Informe sua distância: Corrida 5Km
13/10/1984,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
04/06/2005,FEMININO,SOROCABA,Fast Corredores,Informe sua distância: Corrida 10Km
27/11/1970,FEMININO,SOROCABA,Run up,Informe sua distância: Corrida 10Km
23/04/1967,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
10/07/1985,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
09/09/1982,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
09/01/1956,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
12/08/1963,FEMININO,BOITUVA,CORNETAS RUNNING,Informe sua distância: Corrida 5Km
07/06/1998,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
16/10/1992,MASCULINO,VOTORANTIM,ACM/FEFISO - Mood Run,Informe sua distância: Corrida 10Km
05/07/1990,FEMININO,VOTORANTIM,ACM/FEFISO,Informe sua distância: Corrida 5Km
29/03/1979,FEMININO,BOITUVA,,Informe sua distância: Corrida 5Km
13/02/1975,MASCULINO,BOITUVA,,Informe sua distância: Corrida 5Km
28/04/1964,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
26/05/1980,MASCULINO,SOROCABA,NoArms,Informe sua distância: Corrida 10Km
01/09/1979,FEMININO,SOROCABA,Live,Informe sua distância: Corrida 5Km
17/09/1964,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
02/12/1988,FEMININO,SOROCABA,,Informe sua distância: Caminhada 3Km
05/03/1958,MASCULINO,Sorocaba,,Informe sua distância: Corrida 10Km
24/05/1984,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
03/06/2001,MASCULINO,ARACARIGUAMA,Mb performance,Informe sua distância: Corrida 10Km
28/03/1974,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
28/10/1981,MASCULINO,ITU,Smurfs ,Informe sua distância: Corrida 5Km
15/06/1983,FEMININO,ITU,Smurfs ,Informe sua distância: Corrida 5Km
11/05/1982,FEMININO,TATUI,Pe vermeio,Informe sua distância: Corrida 5Km
23/07/1980,MASCULINO,TATUI,Pe vermeio,Informe sua distância: Corrida 10Km
01/04/1995,FEMININO,PILAR DO SUL,,Informe sua distância: Corrida 5Km
15/06/1990,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
15/02/1990,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
13/04/1970,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
05/04/1979,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
23/05/2012,MASCULINO,SOROCABA,,Informe sua distância: Caminhada 3Km
11/04/1979,FEMININO,SOROCABA,,Informe sua distância: Caminhada 3Km
12/01/1993,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
08/11/2002,FEMININO,SOROCABA,CORREZERO13,Informe sua distância: Corrida 5Km
13/07/1985,FEMININO,SOROCABA,Correr e agradecer,Informe sua distância: Corrida 5Km
27/06/1977,MASCULINO,SOROCABA,Correr e agradecer,Informe sua distância: Corrida 5Km
30/01/1986,FEMININO,SOROCABA,Academia R1,Informe sua distância: Corrida 5Km
25/01/1978,FEMININO,SOROCABA,,Informe sua distância: Corrida 10Km
23/10/1989,FEMININO,CAPELA DO ALTO,,Informe sua distância: Corrida 5Km
30/06/1996,FEMININO,PILAR DO SUL,,Informe sua distância: Corrida 5Km
24/12/1937,MASCULINO,BOITUVA,Boituva,Informe sua distância: Corrida 5Km
11/05/1981,MASCULINO,BOITUVA,AOB,Informe sua distância: Corrida 10Km
28/05/1967,MASCULINO,BOITUVA,AOB,Informe sua distância: Corrida 10Km
15/07/1987,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
31/05/1988,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
28/04/1989,FEMININO,Boituva,,Informe sua distância: Corrida 5Km
15/02/1979,MASCULINO,ITU,Equipe smarfs-run-itu ,Informe sua distância: Corrida 10Km
22/03/1991,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
13/06/1988,FEMININO,SALTO DE PIRAPORA,,Informe sua distância: Corrida 5Km
22/10/1979,FEMININO,BOITUVA,,Informe sua distância: Corrida 5Km
28/03/1978,MASCULINO,VOTORANTIM,ALEX CAITANO,Informe sua distância: Corrida 10Km
23/06/1978,MASCULINO,SOROCABA,RICARDO SANTOS ,Informe sua distância: Corrida 5Km
09/07/2002,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
16/03/1978,MASCULINO,BOITUVA,AOB Boituva,Informe sua distância: Corrida 5Km
25/05/1968,MASCULINO,Sorocaba,Corredores de rua,Informe sua distância: Corrida 10Km
07/08/1975,FEMININO,SOROCABA,Corredores de rua,Informe sua distância: Corrida 10Km
11/01/1990,FEMININO,SOROCABA,ATITUDE,Informe sua distância: Corrida 5Km
27/06/1989,MASCULINO,SOROCABA,UDG,Informe sua distância: Corrida 10Km
05/05/1966,MASCULINO,Sorocaba,Martins,Informe sua distância: Corrida 10Km
22/07/1965,FEMININO,SOROCABA,,Informe sua distância: Caminhada 3Km
14/08/1993,FEMININO,SALTO DE PIRAPORA,CORRA NA MINHA,Informe sua distância: Corrida 5Km
09/06/1989,FEMININO,TATUI,,Informe sua distância: Corrida 5Km
05/09/1984,MASCULINO,PIEDADE,,Informe sua distância: Corrida 5Km
13/05/1983,FEMININO,PIEDADE,,Informe sua distância: Corrida 5Km
06/10/1993,MASCULINO,ANGATUBA,,Informe sua distância: Corrida 10Km
18/05/1993,MASCULINO,PORTO FELIZ,AVULSO,Informe sua distância: Corrida 5Km
29/01/1981,FEMININO,CARAPICUIBA,Montanha ,Informe sua distância: Corrida 5Km
02/09/1988,FEMININO,SALTO,,Informe sua distância: Corrida 10Km
01/05/1982,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
21/05/1979,FEMININO,SOROCABA,,Informe sua distância: Corrida 10Km
24/09/1975,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
05/06/1990,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
13/03/1986,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
21/07/1987,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
21/01/1981,FEMININO,SOROCABA,Pep Run,Informe sua distância: Corrida 10Km
29/09/1981,FEMININO,SOROCABA,,Informe sua distância: Corrida 10Km
13/03/2003,MASCULINO,SOROCABA,Djian Lucca,Informe sua distância: Corrida 5Km
16/04/2004,FEMININO,SOROCABA,,Informe sua distância: Corrida 10Km
03/02/2002,MASCULINO,SOROCABA,Equipe Atitude ,Informe sua distância: Corrida 5Km
20/08/1996,MASCULINO,SOROCABA,Nexxus,Informe sua distância: Corrida 5Km
14/11/1995,FEMININO,SOROCABA,Corre Sapa,Informe sua distância: Corrida 5Km
15/02/1988,FEMININO,SOROCABA,Corre Sapa,Informe sua distância: Corrida 5Km
28/04/1987,FEMININO,VOTORANTIM,Corre Sapa,Informe sua distância: Corrida 5Km
30/08/1985,FEMININO,Sorocaba,Corre Sapa,Informe sua distância: Corrida 5Km
18/07/1981,FEMININO,SOROCABA,Corre Sapa,Informe sua distância: Corrida 5Km
04/01/1985,FEMININO,SOROCABA,Corre Sapa,Informe sua distância: Corrida 5Km
01/06/1971,FEMININO,Sorocaba,Loucos por corrida ,Informe sua distância: Corrida 5Km
04/12/1967,MASCULINO,SOROCABA,Loucos por corrida ,Informe sua distância: Corrida 5Km
19/10/1999,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 5Km
24/08/1998,MASCULINO,VOTORANTIM,,Informe sua distância: Corrida 5Km
26/06/1986,FEMININO,SOROCABA,Jeniffer,Informe sua distância: Corrida 10Km
05/09/1979,FEMININO,SAO MIGUEL ARCANJO,,Informe sua distância: Corrida 10Km
01/03/1985,FEMININO,SOROCABA,Avulso,Informe sua distância: Corrida 10Km
14/07/1987,FEMININO,SOROCABA,Laranja,Informe sua distância: Corrida 5Km
19/10/2001,FEMININO,SOROCABA,Laranja,Informe sua distância: Corrida 5Km
13/09/2004,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
27/03/1977,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
06/05/1985,FEMININO,CORONEL VIVIDA,Laranja ,Informe sua distância: Corrida 5Km
23/08/2002,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
18/11/1978,FEMININO,SOROCABA,Laranja ,Informe sua distância: Corrida 5Km
18/12/1994,MASCULINO,SOROCABA,Naporanga Run,Informe sua distância: Corrida 5Km
30/11/1996,FEMININO,SOROCABA,Naporanga Run,Informe sua distância: Corrida 5Km
09/05/1985,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
09/05/1983,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
10/02/1986,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
03/07/1983,FEMININO,SOROCABA,Vetso,Informe sua distância: Corrida 5Km
12/04/1981,MASCULINO,SOROCABA,Vetso,Informe sua distância: Corrida 5Km
06/01/1953,FEMININO,SOROCABA,Acm,Informe sua distância: Corrida 5Km
27/12/1976,FEMININO,BOITUVA,,Informe sua distância: Corrida 5Km
03/03/1984,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
21/01/1953,MASCULINO,BOITUVA,Cornetas Running,Informe sua distância: Corrida 10Km
11/03/2003,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
14/04/2002,FEMININO,ARACOIABA DA SERRA,Assessoria Carlos Barros,Informe sua distância: Corrida 5Km
03/06/1980,FEMININO,SOROCABA,Ovelhas ,Informe sua distância: Corrida 5Km
02/07/1992,FEMININO,SOROCABA,Ovelhas,Informe sua distância: Corrida 5Km
15/03/1981,FEMININO,PIEDADE,i9 assessoria esportiva,Informe sua distância: Corrida 10Km
26/09/1986,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
14/07/1989,FEMININO,ITAPETININGA,,Informe sua distância: Corrida 5Km
10/01/1979,MASCULINO,VOTORANTIM,TNX,Informe sua distância: Corrida 5Km
19/11/1990,FEMININO,SOROCABA,Chemyunion ,Informe sua distância: Corrida 5Km
18/02/1982,FEMININO,SAO MIGUEL ARCANJO,fly runer,Informe sua distância: Corrida 5Km
14/09/1985,MASCULINO,SOROCABA,Equipe Turbo Trotters ,Informe sua distância: Corrida 5Km
25/07/2000,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
26/06/2000,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
17/10/1981,MASCULINO,VOTORANTIM,Reserva Crossfit,Informe sua distância: Corrida 5Km
15/09/1987,MASCULINO,SOROCABA,Velocy Team,Informe sua distância: Corrida 5Km
02/10/1954,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
25/03/1958,FEMININO,Boituva,AOB BOITUVA,Informe sua distância: Corrida 5Km
15/05/1988,FEMININO,ITU,Velozes e Registradores,Informe sua distância: Corrida 5Km
01/05/1992,FEMININO,SOROCABA,Velozes e Registradores,Informe sua distância: Corrida 5Km
17/05/1982,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
22/11/2000,FEMININO,SOROCABA,Velozes e Registradores,Informe sua distância: Corrida 5Km
22/12/2007,FEMININO,SOROCABA,Velozes e Registradores,Informe sua distância: Corrida 5Km
08/06/1990,FEMININO,SOROCABA,Velozes e Registradores,Informe sua distância: Corrida 5Km
29/03/2005,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
13/01/1999,FEMININO,SOROCABA,CORNETAS RUNNING ,Informe sua distância: Corrida 5Km
08/02/1994,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
19/08/1999,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
23/09/1978,FEMININO,SOROCABA,Fast corredores ,Informe sua distância: Corrida 10Km
12/11/1984,MASCULINO,SOROCABA,300 desistir não é uma opção.,Informe sua distância: Corrida 10Km
28/01/1998,MASCULINO,SOROCABA,Jorginho,Informe sua distância: Corrida 5Km
15/11/1996,FEMININO,SOROCABA,Jorginho,Informe sua distância: Corrida 5Km
26/07/1996,MASCULINO,SOROCABA,300 desistir não é uma opção,Informe sua distância: Corrida 10Km
30/09/1975,FEMININO,PORTO FELIZ,ALIANÇA ,Informe sua distância: Caminhada 3Km
08/01/1998,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
01/08/1978,MASCULINO,SOROCABA,Os 300 aprovados gcm sorocaba ,Informe sua distância: Corrida 10Km
08/09/1981,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
30/04/1974,MASCULINO,SOROCABA,Pelotão do 300,Informe sua distância: Corrida 10Km
18/11/1991,FEMININO,ITU,,Informe sua distância: Corrida 5Km
08/10/1984,FEMININO,VOTORANTIM,Reserva crossfit ,Informe sua distância: Corrida 5Km
24/06/1983,FEMININO,Sorocaba,,Informe sua distância: Corrida 5Km
17/09/2002,MASCULINO,VOTORANTIM,,Informe sua distância: Corrida 5Km
09/08/2002,MASCULINO,SOROCABA,ATLAN,Informe sua distância: Corrida 5Km
12/03/1990,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
04/11/1989,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
04/03/1990,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
08/09/1991,MASCULINO,SOROCABA,Run Nunes,Informe sua distância: Corrida 10Km
02/04/2002,FEMININO,SOROCABA,Brisa,Informe sua distância: Corrida 5Km
01/03/1982,FEMININO,BOITUVA,,Informe sua distância: Corrida 5Km
03/01/2006,MASCULINO,VOTORANTIM,Avulso,Informe sua distância: Corrida 10Km
03/09/1994,MASCULINO,SOROCABA,,Informe sua distância: Corrida 10Km
29/12/1956,MASCULINO,SAO ROQUE,Avulso,Informe sua distância: Corrida 10Km
27/04/1972,FEMININO,BOITUVA,Corneta run,Informe sua distância: Corrida 5Km
08/11/1965,FEMININO,Boituva,Corneta run,Informe sua distância: Corrida 5Km
20/04/1991,FEMININO,PIEDADE,,Informe sua distância: Corrida 5Km
14/12/2015,MASCULINO,SOROCABA,Casca de bala,Informe sua distância: Caminhada 3Km
01/04/1965,MASCULINO,SOROCABA,,Informe sua distância: Corrida 5Km
01/07/1971,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
30/12/2005,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 5Km
07/03/1980,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
15/04/1988,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
10/10/1972,FEMININO,BOITUVA,Academia Nine Sport Boituva,Informe sua distância: Corrida 5Km
20/10/1977,MASCULINO,SOROCABA,MSTeam,Informe sua distância: Corrida 10Km
04/07/1980,FEMININO,SOROCABA,MSTeam,Informe sua distância: Corrida 10Km
15/09/1993,FEMININO,PIEDADE,,Informe sua distância: Corrida 5Km
30/07/1993,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 5Km
18/03/1993,FEMININO,VOTORANTIM,,Informe sua distância: Corrida 5Km
06/03/2001,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
01/11/1997,FEMININO,SOROCABA,,Informe sua distância: Corrida 5Km
12/11/1972,FEMININO,BOITUVA,Correreagradecer,Informe sua distância: Corrida 5Km
20/05/1953,FEMININO,SOROCABA,,Informe sua distância: Caminhada 3Km
